Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Total Distance per 90,Running Distance per 90 (15-20 km/h),HSR Distance per 90 (20-25 km/h),Sprinting Distance per 90 (+25 km/h),HI Distance per 90 (+20 km/h),Meter/Min,Max Speed (km/h),Count Medium Acceleration per 90 (1.5 m/s² to 3 m/s²),Count High Acceleration per 90 (+3 m/s²),Count Medium Deceleration per 90 (-1.5 m/s² to -3 m/s²),Count High Deceleration per 90 (-3 m/s²),Count HSR per 90 (20-25 km/h),Count Sprint per 90 (+25 km/h),Count HI per 90 (+20 km/h)
T. Fukui,Arouca,Arouca,"RCMF, RDMF",20,700000,2026-06-30,6,589,0,0.11,0,0.22,9.63,55.56,Japan,Japan,right,172,67,yes,6.11,4.28,53.57,1.07,85.71,0.15,0.21,0.92,3.67,5.07,0.92,1,0.15,0,0,1.07,0,0,0,0.02,0,0,5,0.76,0,0,0,0.76,20,0.31,0,0.46,33.33,0.31,1.07,71.43,2.9,57.89,0.92,0.92,0.31,29.64,0,1.07,39.73,84.23,7.79,74.51,8.86,94.83,17.72,84.48,35.91,88.09,3.06,55,18.74,40.43,0.03,0.61,0,0,0.15,100,0.15,3.51,69.57,0.76,40,0.31,50,0.31,0.15,6.42,54.76,0,,0,,0,0,0,0,,,0.61,,,0.15,0,0,0.31,0,0,,,,,,,,,,,,,,
A. Trezza,Arouca,Arouca,"CF, RAMF, LCMF",25,700000,2027-06-30,6,307,1,0.27,0,0.07,18.18,43.55,Uruguay,"Uruguay, Italy",right,166,59,no,6.16,6.45,54.55,1.76,33.33,0,0,0.29,2.64,4.15,1.17,1,0.29,0,0,2.64,0.29,1,0.29,0.08,0,0,4,1.17,75,25,0,2.35,25,0,0,2.35,25,0,2.64,44.44,7.33,40,0.88,0.59,0,10.26,1.47,1.17,15.24,71.15,2.05,57.14,4.69,87.5,4.1,50,12.9,79.55,0,0,16.3,0,0.02,0.59,0,0,0,0,0,0.88,100,2.64,22.22,0,0,0,0.59,1.76,33.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
C. Devenish,AVS ,AVS ,RCB,23,700000,2026-06-30,6,606,0,0.02,0,0,8.61,51.72,Colombia,Colombia,right,192,82,no,6.24,3.56,62.5,2.52,41.18,0.15,0.16,0.3,3.86,4.24,0.3,2,0.3,0,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0.3,0,0,0,0.3,0,0,0,0,1.49,50,0,0.45,0,29.85,0,1.04,41.88,87.23,18.56,77.6,4.01,100,17.08,93.91,34.46,95.69,7.28,48.98,23.75,40.11,0,0,0,0,0,0,0,5.94,50,0.74,20,0.59,25,0.15,0,9.21,83.87,0,,0,,0,0,0,0,,,4.01,,,0,0,0,0,0,0,,,,,,,,,,,,,,
G. Aburjania,AVS ,AVS ,"LCMF, LDMF, DMF",29,700000,2025-06-30,5,233,0,0,0,0.03,10.43,55.56,Georgia,Georgia,right,186,75,no,4.25,3.86,70,2.32,66.67,0.39,0.41,0,1.16,1.22,0.77,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,66.67,3.09,50,0,0.39,0,23.95,0,1.16,33.61,86.21,8.5,77.27,7.34,100,14.68,86.84,31.29,90.12,2.32,33.33,18.11,19.69,0.01,1.16,0,0,0,0,0,6.57,76.47,0.39,0,0,0,0,0,7.34,63.16,0,,0,,0,0,0,0,,,0.77,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Jaume Grau,AVS ,AVS ,"LDMF, LCMF, RCMF",27,700000,2026-06-30,4,319,1,0.1,0,0.01,15.8,51.79,Spain,Spain,left,184,75,no,8.75,9.59,55.88,2.26,37.5,0.28,0.3,0.56,3.1,3.3,1.97,1,0.28,0,0,0.28,0.28,1,0.28,0.03,0,0,4,1.13,25,25,0,0,0,0,0,0,0,0,0,0,1.41,60,0.28,0.56,0,23.98,0.56,0.28,32.73,81.03,12.41,63.64,4.23,93.33,11.85,92.86,26.52,87.23,6.21,54.55,19.73,34.1,0,0.28,0,0,0,0,0,5.36,73.68,0.28,0,0.28,0,0,0,6.77,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Miguel Nóbrega,Rio Ave,Rio Ave,LCB,24,600000,2025-06-30,1,95,0,0,0,0,17.05,33.33,Portugal,Portugal,right,189,83,no,2.84,7.58,25,0.95,100,0,0,0.95,0.95,0.91,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0.95,0,0,0,0,0,0,3.79,0,0,0,0,32.21,0,1.89,39.79,85.71,19.89,76.19,1.89,100,10.42,90.91,35.05,94.59,3.79,25,17.68,30.65,0,0,0,0,0,0,0,2.84,66.67,1.89,50,0,0,0,0,6.63,71.43,0,,0,,0,0,0,0,,,1.89,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Ulisses,Nacional,Nacional,RCB,24,600000,2028-06-30,5,459,0,0.15,0,0,11.76,61.67,Brazil,Brazil,right,186,80,no,7.84,5.88,66.67,2.75,57.14,0.39,0.54,0.39,3.53,4.82,1.57,2,0.39,1,0.2,0.39,0,0,0,0.03,0,0,2,0.39,0,0,0,0,0,0,0,0,0,0,0.39,100,2.35,66.67,0.39,0.98,0,26.86,0,0.39,37.65,87.5,12.55,75,2.16,100,20.78,94.34,33.92,92.49,3.73,42.11,22.41,39.86,0,0,0,0,0,0,0,2.75,50,0.59,0,0.78,25,0,0,4.9,80,0,,0,,0,0,0,0,,,2.16,,,0,0,0,0,0,0,,,,,,,,,,,,,,
André Luiz,Estrela Amadora,Estrela Amadora,RW,22,600000,2028-06-30,3,236,0,0.76,0,0.14,21.74,49.12,Brazil,Brazil,left,185,74,no,6.1,4.58,58.33,1.53,0,0.76,0.95,0,2.67,3.33,0,0,0,0,0,5.34,0,0,0,0.29,0,0,7,2.67,57.14,0,0,1.53,0,0,0,1.53,0,0,4.96,76.92,12.2,62.5,1.14,3.81,0.76,16.4,1.53,2.29,24.79,72.31,4.19,45.45,7.25,100,6.48,70.59,22.5,76.27,1.53,50,16.85,33.17,0.05,0.38,0,0,0,0,0,0.38,100,1.91,40,0,0,0.76,0.38,4.58,41.67,0,,0,,0,0,0,0,,,0,,,0,0,0,1.53,0,0,,,,,,,,,,,,,,
Talys,Farense,Farense,LB,25,600000,2025-06-30,3,271,0,0.05,0,0.29,16.61,50,Brazil,Brazil,left,181,84,no,9.96,9.96,60,1.99,16.67,1,1.25,0,2.99,3.75,1,0,0,0,0,3.65,0,0,0,0.02,0,0,1,0.33,100,0,0,7.64,43.48,6.64,45,1,33.33,1.66,1,0,2.32,28.57,0,1.66,0,27.9,1.33,0,36.86,67.57,11.96,66.67,3.32,90,18.6,64.29,21.25,84.38,8.3,44,26.58,45.96,0.1,2.32,0,0,0.33,0,0.66,9.63,55.17,6.97,47.62,1.66,40,0,3.32,11.96,77.78,0,,0,,0,0,0,0,,,0.33,,,1,0.33,100,0.66,0,0,,,,,,,,,,,,,,
Roberto Fernández,Sporting Braga,Sporting Braga,CF,22,600000,2029-06-30,6,281,1,0.76,0,0.07,19.54,34.43,Spain,Spain,right,186,75,no,2.56,3.2,60,6.41,35,0,0,0,0.64,1.05,0.96,0,0,0,0,1.28,0.32,1,0.32,0.24,0,0,6,1.92,33.33,16.667,0,0.64,0,0.32,0,0.32,0,0,1.6,40,7.37,21.74,4.48,0.64,0,12.49,2.56,0.96,16.98,79.25,3.2,70,6.41,90,2.24,42.86,16.01,82,0.32,100,13.55,8.09,0.02,0.64,0,0,0.32,0,0,1.6,80,0.32,0,0.32,0,0.32,0,1.28,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Lucas França,Nacional,Nacional,GK,28,600000,2026-06-30,6,583,0,0,0,0,0.62,100,Brazil,Brazil,right,194,86,no,1.54,0,0,0.31,100,0,0,0,1.54,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0,0,11.11,0.15,0.31,16.67,80.56,8.64,69.64,0,0,7.87,92.16,10.34,95.52,6.33,56.1,33.46,51.32,0,0,0,0,0,0,0,2.16,50,0.15,0,0,0,0,0,5.25,64.71,12,1.85,28,4.32,1,57.14,9.64,1.49,-2.36,-0.364,0,0.77,0.31,,,,0,0,0,,,,,,,,,,,,,,
Nilton Varela,Estrela Amadora,Estrela Amadora,LB,23,600000,2025-06-30,5,361,0,0.05,1,0.34,17.7,42.25,Portugal,"Portugal, Cape Verde Islands",left,182,78,no,5.73,4.74,68.42,1.75,57.14,0,0,0,2.49,3.75,0.25,0,0,0,0,2.74,0,0,0,0.01,0,0,1,0.25,0,0,0.25,2.99,41.67,2.99,41.67,0,0,0.5,3.24,46.15,8.73,25.71,0.5,1.25,0.25,21.44,1.75,1.5,32.16,68.99,13.71,58.18,5.73,86.96,6.98,75,27.42,74.55,2.49,40,18.69,32.27,0.08,0.75,0,0,0.5,0,0.25,4.24,29.41,1.75,42.86,0.5,0,0.25,0.5,6.23,36,0,,0,,0,0,0,0,,,0.5,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Serginho,Santa Clara,Santa Clara,"LCMF, RW, RCMF",24,600000,2027-06-30,2,36,0,0,0,0,,,Portugal,Portugal,right,181,77,no,,,,,,,4.29,,,4.29,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,9.79,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Kiko Bondoso,Rio Ave,Rio Ave,"RWF, LWF, RW",28,600000,2026-06-30,5,248,1,0.3,0,0.11,15.6,41.86,Portugal,Portugal,right,169,66,yes,2.54,2.54,71.43,1.45,0,0,0,0,0.73,1.05,0.36,0,0,0,0,1.45,0.36,1,0.36,0.11,0,0,3,1.09,33.33,33.333,0,2.18,0,0.73,0,1.45,0,0,1.81,40,6.9,31.58,2.9,2.18,0.73,15.97,1.81,1.81,22.5,80.65,5.08,85.71,7.26,100,7.26,60,19.96,89.09,0.36,100,17.3,9.51,0.04,0.36,0,0,0.36,100,0.36,1.81,100,1.09,0,0.36,100,0.36,0,1.81,60,0,,0,,0,0,0,0,,,0.73,,,0,0,0,0,0,0,,,,,,,,,,,,,,
R. Kluivert,Casa Pia AC,Casa Pia AC,"LCB, RWF",23,600000,2027-06-30,2,18,0,0,0,0,,,Netherlands,"Netherlands, Suriname",right,187,73,no,,,,,,,0,,,7.5,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Jonathan Buatu,Gil Vicente,Gil Vicente,RCB,30,600000,2026-06-30,6,602,0,0.47,0,0.34,9.57,59.38,Belgium,"Belgium, Angola",right,187,87,no,8.07,3.74,80,2.54,52.94,0.45,0.58,0.75,4.63,6.04,0.6,0,0,0,0,0,0,0,0,0.07,0,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.05,14.29,0.6,0.15,0,39.47,0.3,0.3,50.68,93.81,13.01,81.61,2.54,94.12,30.8,98.54,47.69,96.24,2.99,55,21.17,40.4,0.05,0.15,0,0,0,0,0.15,2.69,72.22,0.15,0,0.15,0,0.15,0,4.19,71.43,0,,0,,0,0,0,0,,,1.79,,,0,0,0,0,0,0,,,,,,,,,,,,,,
P. Sequeira,Casa Pia AC,Casa Pia AC,GK,25,600000,2027-06-30,5,496,0,0,0,0,1.27,100,Costa Rica,"Costa Rica, Spain",right,190,84,no,1.45,0,0,0.91,100,0,0,0,1.45,1.83,0,2,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,100,0,0,0,11.25,0.36,0.36,20.32,79.46,11.43,66.67,0,0,8.53,95.74,9.8,96.3,10.52,63.79,36.24,49.06,0,0,0,0,0,0,0,1.81,30,0,0,0,0,0,0,8.71,72.92,7,1.27,20,3.63,1,65,7.29,1.32,0.29,0.053,0,2.18,0.91,,,,0,0,0,,,,,,,,,,,,,,
Rafael Barbosa,Farense,Farense,"LW, AMF, CF",28,600000,2025-06-30,4,297,0,0.18,0,0.79,13.64,37.78,Portugal,Portugal,right,173,69,no,3.33,2.73,66.67,1.21,0,0,0,0,1.52,1.95,0.91,1,0.3,0,0,3.64,0,0,0,0.06,0,0,5,1.52,40,0,0,2.73,44.44,1.82,50,0.91,33.33,0.61,3.03,60,7.27,33.33,1.82,1.21,1.52,17.88,1.52,0.91,28.79,82.11,10.91,77.78,6.67,90.91,8.79,79.31,21.82,90.28,4.85,62.5,21.12,30.67,0.24,3.03,0,0,0,0,1.21,5.45,72.22,2.73,66.67,1.21,25,1.21,0.91,7.58,80,0,,0,,0,0,0,0,,,0.3,,,1.82,0,0,2.73,0,0,,,,,,,,,,,,,,
Alex Pinto,Arouca,Arouca,RWB,26,600000,2026-06-30,1,8,0,0,0,0,,,Portugal,Portugal,right,187,81,no,,,,,,,0,,,30,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.58,22.95,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Léo Alaba,AVS ,AVS ,RB,25,600000,2026-06-30,4,374,0,0.18,0,0,16.36,54.41,Brazil,Brazil,right,179,73,no,9.39,6.98,62.07,1.93,50,0.48,0.56,0.24,4.57,5.28,0.72,1,0.24,0,0,0.72,0,0,0,0.04,0,0,3,0.72,0,0,0,3.37,7.14,0,0,3.37,7.14,0.48,1.44,33.33,4.09,52.94,0.24,0.72,0.24,20.94,1.68,0.72,33.69,73.57,10.59,65.91,6.5,100,12.99,68.52,25.75,87.85,4.57,42.11,22.02,35.96,0,0,0,0,0,0,0,4.33,50,2.89,16.67,0,0,0,0.48,6.5,62.96,0,,0,,0,0,0,0,,,0.96,,,0,0,0,0,0,0,,,,,,,,,,,,,,
B. Roux,AVS ,AVS ,"LCB, RDMF",24,600000,2026-06-30,6,606,0,0.07,0,0,15.15,57.84,France,France,left,190,79,no,10.84,6.68,68.89,5.35,50,0,0,0.74,6.24,6.85,1.04,1,0.15,0,0,0.3,0,0,0,0.01,0,0,1,0.15,0,0,0,0.45,66.67,0.3,50,0.15,100,0,0.15,0,0.89,33.33,0.45,0.3,0,23.17,0.15,0.3,35.79,84.65,13.81,70.97,2.67,83.33,16.93,93.86,30.45,90.24,4.9,51.52,21.85,30.79,0,0.15,0,0,0,0,0,4.46,56.67,1.04,42.86,0,0,0,0.3,6.09,60.98,0,,0,,0,0,0,0,,,0.45,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Klismahn,Santa Clara,Santa Clara,"LCMF, DMF",24,550000,2027-06-30,4,152,0,0.32,0,0.02,20.72,48.57,Brazil,Brazil,left,179,79,no,5.33,6.51,36.36,4.74,62.5,0.59,0.81,0,2.37,3.24,3.55,0,0,0,0,2.96,0,0,0,0.19,0,0,3,1.78,0,0,0,3.55,33.33,2.37,50,1.18,0,0.59,1.78,66.67,5.33,44.44,2.96,0.59,0.59,23.68,1.18,0.59,40.86,82.61,11.25,68.42,7.11,100,12.43,85.71,36.12,86.89,1.18,100,17.73,13.55,0.01,0.59,0,0.59,1.18,50,0,3.55,83.33,3.55,50,1.78,66.67,0.59,0.59,6.51,81.82,0,,0,,0,0,0,0,,,0,,,1.18,0,0,1.18,0,0,,,,,,,,,,,,,,
N. Galović,Arouca,Arouca,LCB,32,500000,2025-06-30,1,97,0,0,0,0,8.35,55.56,Croatia,Croatia,right,186,80,no,4.64,2.78,66.67,4.64,60,0,0,1.86,2.78,4.29,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.38,0,0,73.3,96.2,22.27,87.5,2.78,100,38.97,100,69.59,98.67,3.71,50,18.44,37.92,0,0,0,0,0,0,0,3.71,75,0,0,0.93,100,0,0,7.42,75,0,,0,,0,0,0,0,,,1.86,,,0,0,0,0,0,0,,,,,,,,,,,,,,
M. Rocha,Arouca,Arouca,"RCB, CB",23,500000,2027-06-30,3,287,0,0.14,0,0,9.09,48.28,Uruguay,Uruguay,right,183,77,no,8.15,3.14,50,3.45,45.45,1.25,1.85,0.31,5.33,7.85,1.25,1,0.31,1,0.31,0,0,0,0,0.04,0,0,1,0.31,0,0,0,0,0,0,0,0,0,0,0.31,0,0.63,0,0.63,0.31,0,52.68,0,0,69.62,93.69,22.26,84.51,2.2,85.71,33.87,98.15,65.23,96.15,4.39,57.14,17.66,42.67,0,0,0,0,0,0,0,4.08,61.54,0.63,0,0,0,0,0,5.02,81.25,0,,0,,0,0,0,0,,,1.25,,,0,0,0,0,0,0,,,,,,,,,,,,,,
João Graça,Rio Ave,Rio Ave,"RW, RCMF, RWF",29,500000,2026-06-30,3,150,0,0.02,0,0,28.2,44.68,Portugal,Portugal,right,177,70,no,11.4,9,66.67,4.2,57.14,0,0,0.6,5.4,5.29,1.2,0,0,0,0,0.6,0,0,0,0.01,0,0,1,0.6,0,0,0,1.2,0,0,0,1.2,0,0,1.8,33.33,12,25,1.8,0.6,0,13.2,0,1.8,21,82.86,5.4,66.67,4.2,100,7.2,83.33,19.2,87.5,0.6,100,16.09,11.95,0,0,0,0,0,0,0,1.8,100,0.6,0,0,0,1.2,0,1.8,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Elves Baldé,Farense,Farense,"RAMF, RW, RWB",24,500000,2025-06-30,3,100,0,0.1,0,0,18.9,42.86,Guinea-Bissau,"Guinea-Bissau, Portugal",right,168,62,no,3.6,2.7,66.67,1.8,0,0,0,0,1.8,3.16,1.8,0,0,0,0,4.5,0,0,0,0.09,0,0,4,3.6,0,0,0,3.6,25,0,0,3.6,25,0,3.6,100,11.7,46.15,1.8,1.8,1.8,13.5,0.9,0,17.1,68.42,4.5,100,1.8,50,4.5,40,13.5,80,0,0,13.21,0,0,0,0,0,0,0,0,0,0,3.6,50,0,0,1.8,0.9,3.6,75,0,,0,,0,0,0,0,,,0,,,0.9,0.9,0,1.8,0,0,,,,,,,,,,,,,,
Nélson Oliveira,Vitória Guimarães,Vitória Guimarães,CF,33,500000,2025-06-30,6,349,1,1.24,1,0.58,20.11,23.08,Portugal,Portugal,right,186,82,no,2.06,2.58,50,4.64,16.67,0,0,0,0.77,0.98,2.84,1,0.26,0,0,2.06,0.26,1,0.26,0.32,0,0,9,2.32,33.33,11.111,0.26,2.06,37.5,1.29,40,0.77,33.33,0.77,1.29,40,7.99,29.03,3.87,0.26,0,8.51,1.29,2.06,12.89,74,2.06,62.5,5.16,90,3.35,76.92,10.06,84.62,0.77,33.33,16.73,21.95,0.15,0.52,0,0,0,0,0.52,1.55,66.67,0.52,50,0,0,0,1.03,1.29,60,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
L. Bucca,Estrela Amadora,Estrela Amadora,"LCMF, RCMF, RDMF",25,500000,2026-06-30,4,245,0,0.07,0,0.46,20.2,41.82,Argentina,Argentina,left,188,78,no,9.18,7.71,47.62,3.31,44.44,1.84,2.42,0.37,3.67,4.84,1.1,1,0.37,0,0,1.84,0,0,0,0.03,0,0,5,1.84,0,0,0,0,0,0,0,0,0,0,2.57,57.14,5.88,50,0,1.47,0,18.37,0,1.1,29.39,68.75,13.59,59.46,2.2,83.33,8.45,82.61,24.98,77.94,4.41,16.67,19.38,24.68,0.17,0.37,0,0,0.37,100,0.37,9.18,60,1.47,25,1.47,50,0,0,3.31,77.78,0,,0,,0,0,0,0,,,0.37,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Dinis Pinto,Moreirense,Moreirense,RB,24,500000,2026-06-30,1,97,0,0.03,0,0,13.92,26.67,Portugal,Portugal,right,178,73,no,3.71,6.49,28.57,0.93,0,0,0,0,1.86,2.22,0,0,0,0,0,1.86,0,0,0,0.03,0,0,2,1.86,0,0,0,1.86,50,0,0,1.86,50,0,1.86,50,3.71,25,2.78,1.86,0.93,17.63,2.78,0,28.76,83.87,11.13,66.67,4.64,100,7.42,100,22.27,91.67,4.64,60,23.93,51.01,0,0,0,0,0,0,0,3.71,75,0.93,100,0,0,0,0.93,9.28,80,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Óscar Aranda,Famalicão,Famalicão,"CF, LAMF",22,500000,2026-06-30,6,516,0,0.46,1,0.29,23.37,44.03,Spain,Spain,right,181,77,no,1.74,1.57,44.44,4.19,29.17,0,0,0,1.05,1.54,0.52,1,0.17,0,0,2.79,0,0,0,0.08,0,0,7,1.22,14.29,0,0.17,1.05,33.33,0.87,20,0,0,0.17,5.58,34.38,15,44.19,1.05,1.74,0.52,13.26,1.05,3.49,21.63,80.65,6.1,68.57,5.76,93.94,5.93,73.53,19.71,84.07,1.05,50,17.83,20.32,0.05,0.7,0,0,0.35,100,0.35,3.14,77.78,1.4,37.5,0.52,100,0.7,0.35,2.97,70.59,0,,0,,0,0,0,0,,,0,,,0.17,0,0,0.7,0,0,,,,,,,,,,,,,,
J. Antonisse,Moreirense,Moreirense,"LW, LAMF",22,500000,2027-06-30,6,278,0,0.81,0,0.46,21.37,37.88,Netherlands,"Netherlands, Curaçao",right,184,75,no,7.12,5.5,64.71,2.27,42.86,0.65,0.85,0,2.91,3.8,0.97,0,0,0,0,3.24,0,0,0,0.26,0,0,7,2.27,28.57,0,0,1.29,50,1.29,50,0,0,0.32,3.88,50,11.01,26.47,2.91,2.59,0.65,14.89,0.32,0.97,22.01,82.35,3.24,70,8.74,88.89,6.47,85,19.75,85.25,0.97,66.67,15.81,12.65,0.15,0.97,0,0,0,0,0.65,0.65,100,2.27,57.14,0.32,100,1.62,0.65,3.88,75,0,,0,,0,0,0,0,,,0.32,,,0.32,0,0,0.32,0,0,,,,,,,,,,,,,,
R. Pantalon,Rio Ave,Rio Ave,RCB,26,500000,2026-06-30,6,595,0,0.22,0,0.02,11.8,62.82,Croatia,Croatia,right,194,86,no,9.68,6.2,73.17,3.33,45.45,0.15,0.2,0.76,4.99,6.51,0.61,1,0.15,0,0,0.3,0,0,0,0.03,0,0,3,0.45,66.67,0,0,0.45,0,0.3,0,0.15,0,0,0,0,0.3,50,0.91,0,0,32.22,0.91,0.3,43.41,90.59,19.82,84.73,3.63,100,16.03,96.23,37.51,95.56,5.45,63.89,21.06,35.1,0,0.3,0,0,0,0,0,4.24,57.14,0.76,20,0.3,0,0.3,0,6.81,88.89,0,,0,,0,0,0,0,,,2.27,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Josué Sá,Gil Vicente,Gil Vicente,RCB,32,500000,2027-06-30,2,47,0,0,0,0,1.91,0,Portugal,Portugal,right,187,78,no,1.91,1.91,0,0,0,0,0,0,1.91,3,1.91,1,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,11.49,0,0,28.72,86.67,15.32,75,1.91,100,7.66,100,28.72,86.67,0,0,16.51,0,0,0,0,0,0,0,0,3.83,100,1.91,0,0,0,0,0,5.74,66.67,0,,0,,0,0,0,0,,,1.91,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Kazu,Gil Vicente,Gil Vicente,LB,24,500000,2026-06-30,1,107,0,0,0,0,17.66,57.14,Brazil,"Brazil, Japan",left,176,70,no,10.93,5.05,83.33,4.21,60,0.84,1.76,0,5.89,12.35,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,1.68,0,1.68,0,0,0,0,0.84,100,4.21,20,0.84,1.68,0,33.64,0.84,0,45.42,75.93,14.3,58.82,7.57,77.78,10.93,100,39.53,85.11,4.21,20,20.96,47.89,0,0,0,0,0,0,0,4.21,20,0,0,0,0,0,0,4.21,40,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Miguel Sousa,Casa Pia AC,Casa Pia AC,"LCMF, RCMF",26,500000,2027-06-30,6,383,0,0.72,0,0.82,19.74,45.24,Portugal,Portugal,right,176,68,no,6.34,7.05,56.67,3.76,37.5,0.23,0.3,0.23,2.11,2.7,2.82,0,0,0,0,3.99,0,0,0,0.17,0,0,5,1.17,40,0,0,1.88,25,1.41,33.33,0.47,0,0.7,3.29,78.57,7.28,48.39,2.11,1.41,0.23,22.32,0.23,1.17,36.19,81.17,13.39,78.95,6.34,92.59,10.81,76.09,29.84,88.98,4.93,52.38,18.97,40.44,0.19,1.64,0,0,0.47,100,0,7.75,66.67,3.05,69.23,0.47,50,1.17,0.47,6.58,82.14,0,,0,,0,0,0,0,,,0.7,,,0.23,0,0,0.7,0,0,,,,,,,,,,,,,,
D. Tchamba,Casa Pia AC,Casa Pia AC,LCB,26,500000,2026-06-30,4,363,1,0.05,0,0.03,14.88,55,Cameroon,Cameroon,left,191,79,no,8.18,5.21,61.9,5.95,54.17,0.25,0.32,0.99,4.71,6.13,1.74,2,0.5,0,0,0.5,0.25,1,0.25,0.01,1,0.25,1,0.25,100,100,0,0.74,0,0.74,0,0,0,0,0.25,100,1.49,33.33,1.24,0.5,0,27.77,0.5,0.25,40.41,76.07,22.07,68.54,0.99,100,13.64,85.45,32.73,87.88,6.94,28.57,23.57,46.95,0.01,0.25,0,0,0,0,0,9.17,48.65,1.24,20,0.25,0,0.25,0,9.67,66.67,0,,0,,0,0,0,0,,,0.5,,,0,0,0,0,0,0,,,,,,,,,,,,,,
